ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price,"Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL"
996,"067-129-00S-TOP001-ĐEN NOIR","ÁO SÁT NÁCH CUTOUT HITY TOP001 (ĐEN NOIR)",http://vstyle.vn/ao-sat-nach-cutout-hity-top001-den-noir.html,http://core.vstyle.vn/public/themes/vstyle/products/B982.jpg,,"<p>Trẻ trung, cá tính cùng chiếc áo sát nách, đơn giản nhưng rất cá tính. Thiết kế suông, ôm vừa thân người, xẻ lai hai bên, cổ trước chữ V, cổ sau tròn. Là sự lựa chọn thông minh của quý cô cá tính.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Rộng tà x Dài thân (cm)</p>
<p>size S: 86 x 90 x 58</p>
<p>size M: 90 x 94 x 60</p>
<p>size L: 94 x 98 x 62</p>
<p>size XL: 98 x 102 x 64</p>
<p>- người mẫu cao 168cm cân nặng 46kg vòng ngực 80cm vòng eo 60cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","299000 VND","199000 VND",,,,
997,"067-129-00M-TOP001-TRẮNG BLANC","ÁO SÁT NÁCH CUTOUT HITY TOP001 (TRẮNG BLANC)",http://vstyle.vn/ao-sat-nach-cutout-hity-top001-trang-blanc.html,http://core.vstyle.vn/public/themes/vstyle/products/B984.jpg,,"<p>Trẻ trung, cá tính cùng chiếc áo sát nách, đơn giản nhưng rất cá tính. Thiết kế suông, ôm vừa thân người, xẻ lai hai bên, cổ trước chữ V, cổ sau tròn. Là sự lựa chọn thông minh của quý cô cá tính.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Rộng tà x Dài thân (cm)</p>
<p>size S: 86 x 90 x 58</p>
<p>size M: 90 x 94 x 60</p>
<p>size L: 94 x 98 x 62</p>
<p>size XL: 98 x 102 x 64</p>
<p>- người mẫu cao 168cm cân nặng 46kg vòng ngực 80cm vòng eo 60cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","299000 VND","199000 VND",,,,
998,"067-129-00S-DRE052-HỒNG CHAMPAGNE","ĐẦM XÒE HAI DÂY HITY DRE052 (HỒNG CHAMPAGNE)",http://vstyle.vn/dam-xoe-hai-day-hity-dre052-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B956.jpg,,"<p>Gợi cảm cùng chiếc đầm xòe hai dây cùng màu hồng nữ tính đây chính là sự lựa chọn thông minh của phái đẹp dù là ở nhà. Thoáng mát bởi chất vải polyester và lớp trong bầng cotton co giãn.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Rộng ngực x rộng tà x dài thân (cm)</p>
<p>size S: 90 x 110 x 90</p>
<p>size M: 94 x 114 x 92</p>
<p>size L: 98 x 118 x 94</p>
<p>size XL: 102 x 122 x 96</p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","449000 VND",,,,
999,"067-129-00S-DRE052-XANH SEAFOAM","ĐẦM XÒE HAI DÂY HITY DRE052 (XANH SEAFOAM)",http://vstyle.vn/dam-xoe-hai-day-hity-dre052-xanh-seafoam.html,http://core.vstyle.vn/public/themes/vstyle/products/B953.jpg,,"<p>Kiểu dáng xòe rộng tạo sự thoải mái dễ chịu, cùng dây đan chéo cách điệu phía sau tạo điểm nhấn cá tính. Được làm từ 100% polyester cùng lớp lót cotton bên trong tạo sự linh động và quyến rũ.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Rộng ngực x rộng tà x dài thân (cm)</p>
<p>size S: 90 x 110 x 90</p>
<p>size M: 94 x 114 x 92</p>
<p>size L: 98 x 118 x 94</p>
<p>size XL: 102 x 122 x 96</p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","449000 VND",,,,
1000,"067-129-00S-DRE053-HỒNG CHAMPAGNE","ĐẦM SUÔNG TAY LỬNG HITY DRE053 (HỒNG CHAMPAGNE)",http://vstyle.vn/dam-suong-tay-lung-hity-dre053-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B968.jpg,,"<p>Nhẹ nhàng, nữ tính, nét duyên dáng của phái đẹp được tôn lên bởi chiếc đầm suông tay lửng. Không cầu kỳ, chỉ là chiếc đầm trơn màu hồng cùng một vài điểm nhấn phá cách nhưng vẫn mang đến sự quyến rũ. Thoáng mát bởi chất vải polyester và lớp trong bầng cotton co giãn.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Chiều dài x vòng ngực x vòng eo x vòng mông x dài tay (cm)</p>
<p>size S: 90 x 86 x 68 x 92 x 40</p>
<p>size M: 92 x 90 x 72 x 96 x 41</p>
<p>size L: 94 x 94 x 76 x 100 x 42</p>
<p>size XL: 96 x 98 x 80 x 104 x 43 </p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1001,"067-129-00S-DRE053-XANH INDIGO","ĐẦM SUÔNG TAY LỬNG HITY DRE053 (XANH INDIGO)",http://vstyle.vn/dam-suong-tay-lung-hity-dre053-xanh-indigo.html,http://core.vstyle.vn/public/themes/vstyle/products/B966.jpg,,"<p>Chiếc đầm suống tay lửng cho những buổi gặp gỡ cùng bạn bè hay dạo phố. Thiết kết cổ chữ V, điểm nhấn dây chéo trước ngực tạo nên nét duyên cho quý cô hiện đại.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Chiều dài x vòng ngực x vòng eo x vòng mông x dài tay (cm)</p>
<p>size S: 90 x 86 x 68 x 92 x 40</p>
<p>size M: 92 x 90 x 72 x 96 x 41</p>
<p>size L: 94 x 94 x 76 x 100 x 42</p>
<p>size XL: 96 x 98 x 80 x 104 x 43 </p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1002,"067-129-00M-DRE052-XANH NAVY","ĐẦM XÒE HAI DÂY HITY DRE052 (XANH NAVY)",http://vstyle.vn/dam-xoe-hai-day-hity-dre052-xanh-navy.html,http://core.vstyle.vn/public/themes/vstyle/products/B951.jpg,,"<p>Chiếc đầm xòe hai dây đầy gợi cảm và vô cùng thoáng mát thích hợp mặc tại nhà. Kiểu dáng xòe rộng tạo sự thoải mái dễ chịu, cùng dây đan chéo cách điệu phía sau tạo điểm nhấn. Được làm từ 100% polyester cùng lớp lót cotton bên trong tạo sự linh động và quyến rũ.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Rộng ngực x rộng tà x dài thân (cm)</p>
<p>size S: 90 x 110 x 90</p>
<p>size M: 94 x 114 x 92</p>
<p>size L: 98 x 118 x 94</p>
<p>size XL: 102 x 122 x 96</p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","449000 VND",,,,
1003,"067-129-00S-DRE037-HỒNG CHAMPAGNE","ĐẦM MIDI ÔM HITY DRE037 (HỒNG CHAMPAGNE)",http://vstyle.vn/dam-midi-om-hity-dre037-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B926.jpg,,"<p>Dịu dàng, nữ tính nhưng vẫn sang trọng lịch sự. Chiếc đầm midi ôm vừa thân người, nhấn ben V trước và V sau tạo nên sự thọn thả cho vòng eo. Chất liệu polyester pha cao cấp mang đến cảm giác thoải mái cho ngày dài tại công sở.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x vòng eo x vòng mông x rộng tà x dài thân (cm)</p>
<p>size S: 80 x 68 x 90 x 80 x 100</p>
<p>size M: 84 x 72 x 94 x 84 x 102</p>
<p>size L: 86 x 76 x 98 x 88 x 104</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1004,"067-129-00S-DRE053-ĐEN NOIR","ĐẦM SUÔNG TAY LỬNG HITY DRE053 (ĐEN NOIR)",http://vstyle.vn/dam-suong-tay-lung-hity-dre053-den-noir.html,http://core.vstyle.vn/public/themes/vstyle/products/B962.jpg,,"<p>Chiếc đầm suông tay lửng mang đến nét duyên dáng nhẹ nhàng nhưng vẫn đầy sức quyến rũ. Thiết kế cổ chữ V, điểm nhấn dây chéo trước ngực. Được làm từ 100% polyester cùng lớp lót cotton cho ngày dài thoải mái.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Chiều dài x vòng ngực x vòng eo x vòng mông x dài tay (cm)</p>
<p>size S: 90 x 86 x 68 x 92 x 40</p>
<p>size M: 92 x 90 x 72 x 96 x 41</p>
<p>size L: 94 x 94 x 76 x 100 x 42</p>
<p>size XL: 96 x 98 x 80 x 104 x 43 </p>
<p>- người mẫu cao 172cm cân nặng 52kg vòng ngực 84cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1005,"067-129-00L-DRE033-XANH MIDNIGHT","ĐẦM SUÔNG HỞ VAI HITY DRE033 (XANH MIDNIGHT)",http://vstyle.vn/dam-suong-ho-vai-hity-dre033-xanh-midnight.html,http://core.vstyle.vn/public/themes/vstyle/products/B917.jpg,,"</p>Đơn giản chính là điểm tạo nên sự đặc biệt của chiếc đầm suông hở vai. Chỉ những đường nét nhẹ nhàng nhưng vẫn tạo nên được điểm nhấn cho thiết kế cũng như tạo nên nét duyên dáng nữ tính cho phái đẹp.  Chất liệu chính là polyester pha spandex có độ co giãn nhẹ cùng với bề mặt vải mịn thoáng mát.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Chiều dài (cm)</p>
<p>size S: 82 x 66 x 90 x 90</p>
<p>size M: 86 x 70 x 94 x 92</p>
<p>size L: 90 x 74 x 98 x 94</p>
<p>size XL: 94 x 78 x 102 x 96</p>
<p>- người mẫu cao 170cm cân nặng 50kg vòng ngực 86cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1006,"067-129-00S-DRE033-XANH PEACOCK","ĐẦM SUÔNG HỞ VAI HITY DRE033 (XANH PEACOCK)",http://vstyle.vn/dam-suong-ho-vai-hity-dre033-xanh-peacock.html,http://core.vstyle.vn/public/themes/vstyle/products/B918.jpg,,"<p>Đơn giản chính là điểm tạo nên sự đặc biệt của chiếc đầm suông hở vai. Chỉ những đường nét nhẹ nhàng nhưng vẫn tạo nên được điểm nhấn cho thiết kế cũng như tạo nên nét duyên dáng nữ tính cho phái đẹp.  Chất liệu chính là polyester pha spandex có độ co giãn nhẹ cùng với bề mặt vải mịn thoáng mát.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Chiều dài (cm)</p>
<p>size S: 82 x 66 x 90 x 90</p>
<p>size M: 86 x 70 x 94 x 92</p>
<p>size L: 90 x 74 x 98 x 94</p>
<p>size XL: 94 x 78 x 102 x 96</p>
<p>- người mẫu cao 170cm cân nặng 50kg vòng ngực 86cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1007,"067-129-00S-DRE037-DA CAMEL","ĐẦM MIDI ÔM HITY DRE037 (DA CAMEL)",http://vstyle.vn/dam-midi-om-hity-dre037-da-camel.html,http://core.vstyle.vn/public/themes/vstyle/products/B923.jpg,,"<p>Phong cách lịch sự, trang nhã chính là điều mà chiếc đầm midi ôm hướng đến. Chiếc đầm ôm vừa thân người, nhấn ben V trước và V sau tạo nên sự thon gọn cho vòng eo, cổ nang, vai nhỏ. Chất liệu polyester pha cao cấp mang đến cảm giác thoải mái cho ngày dài tại công sở.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x vòng eo x vòng mông x rộng tà x dài thân (cm)</p>
<p>size S: 80 x 68 x 90 x 80 x 100</p>
<p>size M: 84 x 72 x 94 x 84 x 102</p>
<p>size L: 86 x 76 x 98 x 88 x 104</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1008,"067-129-00S-DRE033-ĐỎ FIRE","ĐẦM SUÔNG HỞ VAI HITY DRE033 (ĐỎ FIRE)",http://vstyle.vn/dam-suong-ho-vai-hity-dre033-do-fire.html,http://core.vstyle.vn/public/themes/vstyle/products/B912.jpg,,"<p>Chiếc đầm trẻ trung cùng kiểu dáng suông vừa thân người làm nên sự quyến rũ khó cưỡng cho phái đẹp. Kiểu dáng đơn giản không tay, vai cắt sát. Sự lựa chọn thông minh cho những buổi ra ngoài cùng bạn bè.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Chiều dài (cm)</p>
<p>size S: 82 x 66 x 90 x 90</p>
<p>size M: 86 x 70 x 94 x 92</p>
<p>size L: 90 x 74 x 98 x 94</p>
<p>size XL: 94 x 78 x 102 x 96</p>
<p>- người mẫu cao 170cm cân nặng 50kg vòng ngực 86cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1009,"067-129-00S-DRE033-TRẮNG BLANC","ĐẦM SUÔNG HỞ VAI HITY DRE033 (TRẮNG BLANC)",http://vstyle.vn/dam-suong-ho-vai-hity-dre033-trang-blanc.html,http://core.vstyle.vn/public/themes/vstyle/products/B914.jpg,,"<p>Dáng suông, vừa thân người gợi lên những nét nữ tính duyên dáng của phái đẹp. Vai được cắt sát để lộ bờ vai trần khoẻ khoắn. Và vải trơn màu trắng tạo sự nhẹ nhàng nhưng vẫn nổi bật.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Chiều dài (cm)</p>
<p>size S: 82 x 66 x 90 x 90</p>
<p>size M: 86 x 70 x 94 x 92</p>
<p>size L: 90 x 74 x 98 x 94</p>
<p>size XL: 94 x 78 x 102 x 96</p>
<p>- người mẫu cao 170cm cân nặng 50kg vòng ngực 86cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1010,"067-129-00M-DRE031-XANH SEAFOAM","ĐẦM SUÔNG CỔ CHÉO HITY DRE031 (XANH SEAFOAM)",http://vstyle.vn/dam-suong-co-cheo-hity-dre031-xanh-seafoam.html,http://core.vstyle.vn/public/themes/vstyle/products/B897.jpg,,"<p>Một chút cách điệu với chiếc cổ chéo mang đến sự mới lạ, cuốn hút cho các cô gái chốn đông người. Được làm từ 100% polyester tạo nên sự thoải mái suốt cả ngày dài.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng mông x Rộng tà x Dài đầm (cm)</p>
<p>size S: 84 x 90 x 98 x 85</p>
<p>size M: 88 x 94 x 102 x 87</p>
<p>size L: 92 x 98 x 104 x 89</p>
<p>size XL: 96 x 102 x 108 x 91</p>
<p>- người mẫu cao 17cm cân nặng 50kg vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1011,"067-129-00S-DRE033-ĐEN NOIR","ĐẦM SUÔNG HỞ VAI HITY DRE033 (ĐEN NOIR)",http://vstyle.vn/dam-suong-ho-vai-hity-dre033-den-noir.html,http://core.vstyle.vn/public/themes/vstyle/products/B910.jpg,,"<p>Một chiếc đầm tạo sự nổi bật cho các bạn gái giữa nhóm bạn hay một buổi tiệc nhỏ. Kiểu dáng đơn giản không tay, vai cắt sát khoe được bờ vai trần khoẻ khoắn đầy cuốn hút. Chất liệu chính là polyester pha spandex có độ co giãn nhẹ cùng với bề mặt vải mịn thoáng mát.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Chiều dài (cm)</p>
<p>size S: 82 x 66 x 90 x 90</p>
<p>size M: 86 x 70 x 94 x 92</p>
<p>size L: 90 x 74 x 98 x 94</p>
<p>size XL: 94 x 78 x 102 x 96</p>
<p>- người mẫu cao 170cm cân nặng 50kg vòng ngực 86cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1012,"067-129-00M-DRE031-TRẮNG BLANC","ĐẦM SUÔNG CỔ CHÉO HITY DRE031 (TRẮNG BLANC)",http://vstyle.vn/dam-suong-co-cheo-hity-dre031-trang-blanc.html,http://core.vstyle.vn/public/themes/vstyle/products/B894.jpg,,"<p>Chiếc đầm không tay thêm một chút khác lạ từ chiếc cổ chéo làm điểm nhấn tạo sự phá cách nhưng vẫn rất gợi cảm. Màu trắng trơn làm nên vẻ thanh lịch cho các cô gái dù ở nơi đâu.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng mông x Rộng tà x Dài đầm (cm)</p>
<p>size S: 84 x 90 x 98 x 85</p>
<p>size M: 88 x 94 x 102 x 87</p>
<p>size L: 92 x 98 x 104 x 89</p>
<p>size XL: 96 x 102 x 108 x 91</p>
<p>- người mẫu cao 17cm cân nặng 50kg vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1013,"067-129-00S-TOP029-XANH MIDNIGHT","ÁO CỔ LỌ DÁNG DÀI HITY TOP029 (XANH MIDNIGHT)",http://vstyle.vn/ao-co-lo-dang-dai-hity-top029-xanh-midnight.html,http://core.vstyle.vn/public/themes/vstyle/products/B1065.jpg,,"<p>Một chút phá cách cùng kiểu dáng, một chút đằm thắm từ màu xanh trơn, chiếc áo cổ lọ là sự lựa chọn hoàn hảo cho các quý cô yêu thích thời trang. Thiết kế dáng suông, cổ trụ không tay, thêm hàng nút cài tạo điểm nhấn cho chiếc áo. Chất liệu 100% polyester mang lại cảm giác mềm mại mịn màng cho làn da.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng mông x Dài áo (cm)</p>
<p>size S: 88 x 102 x 74</p>
<p>size M: 2 x 106 x 76</p>
<p>size L: 96 x 110 x 78</p>
<p>size XL: 100 x 114 x 80</p>
<p>- người mẫu cao 172cm vòng ngực 82cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","399000 VND","199000 VND",,,,
1014,"067-129-00M-DRE031-ĐEN NOIR","ĐẦM SUÔNG CỔ CHÉO HITY DRE031 (ĐEN NOIR)",http://vstyle.vn/dam-suong-co-cheo-hity-dre031-den-noir.html,http://core.vstyle.vn/public/themes/vstyle/products/B891.jpg,,"<p>Một chút cách điệu với chiếc cổ chéo mang đến sự mới lạ, cuốn hút cho các cô gái chốn đông người. Cũng là chiếc đầm suông, không hoạ tiết cùng màu đen cá tính quyến rũ, sự lựa chọn thông minh cho phái đẹp.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng mông x Rộng tà x Dài đầm (cm)</p>
<p>size S: 84 x 90 x 98 x 85</p>
<p>size M: 88 x 94 x 102 x 87</p>
<p>size L: 92 x 98 x 104 x 89</p>
<p>size XL: 96 x 102 x 108 x 91</p>
<p>- người mẫu cao 17cm cân nặng 50kg vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","399000 VND",,,,
1015,"067-129-00S-TOP009-XANH MIDNIGHT","ÁO THẮT EO PEPLUM HITY TOP009 (XANH MIDNIGHT)",http://vstyle.vn/ao-that-eo-peplum-hity-top009-xanh-midnight.html,http://core.vstyle.vn/public/themes/vstyle/products/B1022.jpg,,"<p>Thiết kế đơn giản, suông ôm vừa thân người, nhấn ở phần eo tạo dáng thon thả. Điểm nhấn quanh cổ và dọc trước áo. Một lựa chọn thông minh, không chỉ phù hợp cho những ngày dạo chơi cùng bạn bè mà còn thích hợp cho nơi công sở hằng ngày.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Dài áo x Dài tay (cm)</p>
<p>size S: 86 x 70 x 58 x 26</p>
<p>size M: 90 x 74 x 60 x 27</p>
<p>size L: 94 x 78 x 62 x 28</p>
<p>size XL: 98 x 82 x 64 x 29</p>
<p>- người mẫu cao 168cm cân nặng 48kg vòng ngực 80cm vòng eo 60cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","399000 VND","199000 VND",,,,
1016,"067-129-00S-TOP029-HỒNG CHAMPAGNE","ÁO CỔ LỌ DÁNG DÀI HITY TOP029 (HỒNG CHAMPAGNE)",http://vstyle.vn/ao-co-lo-dang-dai-hity-top029-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B1057.jpg,,"<p>Tăng thêm phần nữ tính cùng chiếc áo cổ lọ dáng dài màu hồng đơn giản. Thiết kế áo suông dài, phần cổ lọ cùng nút cài được dấu phía sau cổ. Chiếc áo mang đến sự thoải mái, duyên dáng bởi được làm hoàn toàn từ polyester.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng mông x Dài áo (cm)</p>
<p>size S: 88 x 102 x 74</p>
<p>size M: 2 x 106 x 76</p>
<p>size L: 96 x 110 x 78</p>
<p>size XL: 100 x 114 x 80</p>
<p>- người mẫu cao 172cm vòng ngực 82cm vòng eo 62cm vòng mông 92cm - người mẫu đang mặc size S</p>","Apparel & Accessories","399000 VND","199000 VND",,,,
1017,"067-129-00S-TOP009-HỒNG CHAMPAGNE","ÁO THẮT EO PEPLUM HITY TOP009 (HỒNG CHAMPAGNE)",http://vstyle.vn/ao-that-eo-peplum-hity-top009-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B1018.jpg,,"<p>Thiết kế đơn giản, suông ôm vừa thân người, nhấn ở phần eo tạo dáng thon thả. Điểm nhấn quanh cổ và dọc trước áo. Một lựa chọn thông minh, thoải mái và dễ dàng phối đồ cho những ngày dạo chơi cùng bạn bè.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Dài áo x Dài tay (cm)</p>
<p>size S: 86 x 70 x 58 x 26</p>
<p>size M: 90 x 74 x 60 x 27</p>
<p>size L: 94 x 78 x 62 x 28</p>
<p>size XL: 98 x 82 x 64 x 29</p>
<p>- người mẫu cao 168cm cân nặng 48kg vòng ngực 80cm vòng eo 60cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","399000 VND","199000 VND",,,,
1018,"067-129-00S-TOP009-ĐỎ FIRE","ÁO THẮT EO PEPLUM HITY TOP009 (ĐỎ FIRE)",http://vstyle.vn/ao-that-eo-peplum-hity-top009-do-fire.html,http://core.vstyle.vn/public/themes/vstyle/products/B1014.jpg,,"<p>Thiết kế đơn giản, suông ôm vừa thân người, nhấn ở phần eo tạo dáng thon thả. Điểm nhấn quanh cổ và dọc trước áo. Một lựa chọn thông minh, không chỉ phù hợp cho những ngày dạo chơi cùng bạn bè mà còn thích hợp cho nơi công sở hằng ngày.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Dài áo x Dài tay (cm)</p>
<p>size S: 86 x 70 x 58 x 26</p>
<p>size M: 90 x 74 x 60 x 27</p>
<p>size L: 94 x 78 x 62 x 28</p>
<p>size XL: 98 x 82 x 64 x 29</p>
<p>- người mẫu cao 168cm cân nặng 48kg vòng ngực 80cm vòng eo 60cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","399000 VND","199000 VND",,,,
1019,"067-129-00S-DRE015-HỒNG CHAMPAGNE","ĐẦM SUÔNG HỞ LƯNG CUTOUT HITY DRE015 (HỒNG CHAMPAGNE)",http://vstyle.vn/dam-suong-ho-lung-cutout-hity-dre015-hong-champagne.html,http://core.vstyle.vn/public/themes/vstyle/products/B1139.jpg,,"<p>Chiếc đầm suông hở lưng mang đến sự tươi trẻ, hiện đại rất thích hợp cho những buổi vui chơi hẹn hò cùng người yêu hay bạn bè, Form dáng suông chữ A cùng một chút phá cách với phía sau tạo điểm nhất.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Chiều dài x Vòng ngực x Vòng eo x Rộng tà (cm)</p>
<p>size S: 81 x 84 x 82cm x 104</p>
<p>size M: 83 x 88 x 86 x 108</p>
<p>size L: 85 x 92 x 90 x 112</p>
<p>- người mẫu cao 170cm vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","599000 VND","299000 VND",,,,
1020,"067-129-00S-SKI007-XANH MIDNIGHT","VÁY BÚT CHÌ THẮT NƠ HITY SKI007 (XANH MIDNIGHT)",http://vstyle.vn/vay-but-chi-that-no-hity-ski007-xanh-midnight.html,http://core.vstyle.vn/public/themes/vstyle/products/B973.jpg,,"<p>Váy bút chì điểm nhấn là dây lưng mang đến nét trẻ trung nữ tính vô cùng thanh lịch khi đến công sở lẫn đi chơi đi dạo phố. Một chút tinh nghich ở hai túi trước trẻ trung cá tính. Và kết thúc bằng nét xẻ giữa thân váy tạo sự khác lạ và cuốn hút.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng eo x vòng mông x rộng tà x dài váy (cm)</p>
<p>size S: 68 x 88 x 96 x 60</p>
<p>size M: 72 x 92 x 100 x 62</p>
<p>size L: 76 x 96 x 104 x 64</p>
<p>- người mẫu cao 170cm cân nặng 52kg vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","499000 VND","199000 VND",,,,
1021,"067-129-00S-SKI007-CAM PAPRIKA","VÁY BÚT CHÌ THẮT NƠ HITY SKI007 (CAM PAPRIKA)",http://vstyle.vn/vay-but-chi-that-no-hity-ski007-cam-paprika.html,http://core.vstyle.vn/public/themes/vstyle/products/B971.jpg,,"<p>Nổi bật cá tính bởi màu cam, chiếc váy bút chì có them điểm nhấn là phần dây lưng mang đến nét trẻ trung năng động cho quý cô nơi công sở hay dạo phố.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng eo x vòng mông x rộng tà x dài váy (cm)</p>
<p>size S: 68 x 88 x 96 x 60</p>
<p>size M: 72 x 92 x 100 x 62</p>
<p>size L: 76 x 96 x 104 x 64</p>
<p>- người mẫu cao 170cm cân nặng 52kg vòng ngực 82cm vòng eo 60cm vòng mông 90cm - người mẫu đang mặc size S</p>","Apparel & Accessories","499000 VND","199000 VND",,,,
1022,"067-129-00S-DRE046-XANH SEAFOAM","ĐẦM MINI HỞ VAI HITY DRE046 (XANH SEAFOAM)",http://vstyle.vn/dam-mini-ho-vai-hity-dre046-xanh-seafoam.html,http://core.vstyle.vn/public/themes/vstyle/products/B940.jpg,,"<p>Phần trên được ôm lấy một cách khéo léo, phần dưới bung xoè rất mềm mại. Phía trước là cổ tròn, phía sau được làm khác đi một chút bằng vết cắt chữ V hai bên bả vai. Chất liệu 100% polyester cùng lớp lót cotton mang lại sự thoáng mát dễ chịu.</p>
<p><strong>KÍCH THƯỚC:</strong></p>
<p>Vòng ngực x Vòng eo x Vòng mông x Dài đầm (cm)</p>
<p>size S: 82 x 64 x 90 x 83</p>
<p>size M: 86 x 68 x 94 x 85</p>
<p>size L: 90 x 72 x 98 x 87</p>
<p>- người mẫu cao 170cm vòng ngực 8cm vòng eo 6cm vòng mông 86cm - người mẫu đang mặc size S</p>","Apparel & Accessories","699000 VND","299000 VND",,,,
