ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price,"Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL"
12,056-104-DON-LAN2-Y118777,"Phấn mắt đơn YVES ROCHER BOTANICAL COLOR MONO EYESHADOW 2.5G SCINTILLANT BLEUET -Y118777",http://vstyle.vn/phan-mat-don-yves-rocher-botanical-color-mono-eyeshadow-25g-scintillant-bleuety118777.html,http://core.vstyle.vn/public/themes/vstyle/products/B1628.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Phấn mắt đơn YVES ROCHER BOTANICAL COLOR MONO EYESHADOW 2,5G SCINTILLANT BLEUET với kết cấu phấn thích nghi với mọi loại da, mang lại màu sắc rực rỡ, sống động. Đôi mắt của bạn trở nên lấp lánh chỉ trong một giây!","Apparel & Accessories","209000 VND","146300 VND",,,,
13,056-104-DON-LAN2-Y102173,"Phấn phủ dạng bột nén YVES ROCHER YOUTHFUL GLOW POWDER  COMFORT & RADIANCE  BEIGE TEINT CLAIR 200 8G -Y102173",http://vstyle.vn/phan-phu-dang-bot-nen-yves-rocher-youthful-glow-powdercomfort-&-radiancebeige-teint-clair-200-8gy102173.html,http://core.vstyle.vn/public/themes/vstyle/products/B1644.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Phấn phủ dạng bột nén YVES ROCHER YOUTHFUL GLOW POWDER COMFORT & RADIANCE BEIGE TEINT CLAIR 200 8G, tăng cường sự ẩm mịn, không tạo cảm giác khô da. Bột phấn dạng silky cực mịn nhẹ nhàng che các nếp nhăn hiệu quả, cho làn da trông trẻ hơn và giữ nền lâu trôi duy trì sự tươi sáng, rạng rỡ cho làn da.","Apparel & Accessories","699000 VND","489299 VND",,,,
14,056-104-DON-LAN2-Y101826,"Kem nền YVES ROCHER PURE LIGHT LUMINOUS FOUNDATION SECOND SKIN EFFECT BEIGE 100 TEINT TRES CLAIR -Y101826",http://vstyle.vn/kem-nen-yves-rocher-pure-light-luminous-foundation-second-skin-effect-beige-100-teint-tres-clairy101826.html,http://core.vstyle.vn/public/themes/vstyle/products/B1641.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Kem nền YVES ROCHER PURE LIGHT LUMINOUS FOUNDATION SECOND SKIN EFFECT BEIGE 100 TEINT TRES CLAIR với tác động hoàn hảo trong việc che các khuyết điểm: nếp nhăn nhỏ, dấu hiệu mệt mỏi…, làm làn da trông mềm mượt và tươi trẻ hơn, sắc da tươi sáng, rạng rỡ. Kết cấu giữ ẩm mang đến làn da vẻ tự nhiên, đầy sức sống, đồng thời che phủ một lớp nhẹ hoàn hảo trên da.","Apparel & Accessories","579000 VND","405300 VND",,,,
15,056-104-DON-LAN2-Y102169,"Kem nền YVES ROCHER YOUTHFUL GLOW FOUNDATION SMOOTHING ROSE WAX PEARLS BEIGE 200 30ML TUBE -Y102169",http://vstyle.vn/kem-nen-yves-rocher-youthful-glow-foundation-smoothing-rose-wax-pearls-beige-200-30ml-tubey102169.html,http://core.vstyle.vn/public/themes/vstyle/products/B1642.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Kem nền YVES ROCHER YOUTHFUL GLOW FOUNDATION SMOOTHING ROSE WAX PEARLS BEIGE 200 30ML TUBE với tác động hoàn hảo trong việc che các khuyết điểm: nếp nhăn nhỏ, dấu hiệu mệt mỏi…, làm làn da trông mềm mượt và tươi trẻ hơn, sắc da tươi sáng, rạng rỡ. Kết cấu giữ ẩm mang đến làn da vẻ tự nhiên, đầy sức sống, đồng thời che phủ một lớp nhẹ hoàn hảo trên da.","Apparel & Accessories","629000 VND","440300 VND",,,,
16,056-104-DON-LAN2-Y118740,"Phấn phủ dạng bột YVES ROCHER LIGHT & LUMINOUS LOOSE POWDER PURE LIGHT 15G BEIGE -Y118740",http://vstyle.vn/phan-phu-dang-bot-yves-rocher-light-&-luminous-loose-powder-pure-light-15g-beigey118740.html,http://core.vstyle.vn/public/themes/vstyle/products/B1643.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Phấn phủ dạng bột YVES ROCHER LIGHT & LUMINOUS LOOSE POWDER PURE LIGHT 15G BEIGE, với những hạt phấn li ti bám lên bề mặt da, dưới hiệu ứng ánh sáng sẽ tăng thêm vẻ đẹp rạng rỡ cho lớp trang điểm tạo cảm giác tự nhiên, chân thật. Phủ một lớp phấn nhẹ và mỏng sau khi sử dụng kem nền, lớp trang điểm sẽ thật hoàn hảo, mịn màng, đầy sức sống.","Apparel & Accessories","529000 VND","370300 VND",,,,
17,056-104-DON-LAN2-Y118812,"Dung dịch tẩy trang mắt YVES ROCHER EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE -Y118812",http://vstyle.vn/dung-dich-tay-trang-mat-yves-rocher-express-eye-makeup-remover-100ml-bottley118812.html,http://core.vstyle.vn/public/themes/vstyle/products/B1639.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Dung dịch tẩy trang mắt YVES ROCHER EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE, loại bỏ nhẹ nhàng lớp trang điểm cho vùng mắt, thậm chí lớp trang điểm không thấm nước, mang đến cảm giác tươi mát khi sử dụng, để lại cho làn da vùng mắt sự mềm mại và mịn màng. Không cần thiết rửa lại bằng nước, lắc đều trước khi sử dụng. Công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, không chứa cồn và paraben, an toàn khi sử dụng.","Apparel & Accessories","289000 VND","202300 VND",,,,
18,056-104-DON-LAN2-Y102168,"Kem nền YVES ROCHER YOUTHFUL GLOW FOUNDATION SMOOTHING ROSE WAX PEARLS BEIGE 100 30ML TUBE -Y102168",http://vstyle.vn/kem-nen-yves-rocher-youthful-glow-foundation-smoothing-rose-wax-pearls-beige-100-30ml-tubey102168.html,http://core.vstyle.vn/public/themes/vstyle/products/B1640.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Kem nền YVES ROCHER YOUTHFUL GLOW FOUNDATION SMOOTHING ROSE WAX PEARLS BEIGE 100 30ML TUBE với tác động hoàn hảo trong việc che các khuyết điểm: nếp nhăn nhỏ, dấu hiệu mệt mỏi…, làm làn da trông mềm mượt và tươi trẻ hơn, sắc da tươi sáng, rạng rỡ. Kết cấu giữ ẩm mang đến làn da vẻ tự nhiên, đầy sức sống, đồng thời che phủ một lớp nhẹ hoàn hảo trên da.","Apparel & Accessories","629000 VND","440300 VND",,,,
19,056-104-DON-LAN2-Y111786,"Chì kẻ mắt YVES ROCHER BOTANICAL COLOR EYE PENCIL NOIR EBENE  1.2G -Y111786",http://vstyle.vn/chi-ke-mat-yves-rocher-botanical-color-eye-pencil-noir-ebene12gy111786.html,http://core.vstyle.vn/public/themes/vstyle/products/B1636.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Chì kẻ mắt YVES ROCHER BOTANICAL COLOR EYE PENCIL NOIR EBENE  1,2G, dạng gel mềm mại với chiết xuất 100% thiên nhiên giúp mang lại đôi mắt đầy sắc màu, ấn tượng và cá tính. Công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, không chứa cồn và paraben, an toàn khi sử dụng.","Apparel & Accessories","269000 VND","188300 VND",,,,
20,056-104-DON-LAN2-Y101142,"Chì vẽ chân mày YVES ROCHER EYEBROW PENCIL 1.1 g 04 BRUN -Y101142",http://vstyle.vn/chi-ve-chan-may-yves-rocher-eyebrow-pencil-11-g-04-bruny101142.html,http://core.vstyle.vn/public/themes/vstyle/products/B1637.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Chì vẽ chân mày YVES ROCHER EYEBROW PENCIL 1,1 g 04 BRUN, với nét vẽ chính xác, mang lại hiệu quả thật hoàn hảo. Thành phần bơ đậu mỡ cho sự dễ chịu, công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, không chứa cồn và paraben, an toàn khi sử dụng.","Apparel & Accessories","239000 VND","167300 VND",,,,
21,056-104-DON-LAN2-Y118816,"Dung dịch tẩy trang mắt YVES ROCHER EXPRESS EYE MAKEUP REMOVER 200ML BOTTLE -Y118816",http://vstyle.vn/dung-dich-tay-trang-mat-yves-rocher-express-eye-makeup-remover-200ml-bottley118816.html,http://core.vstyle.vn/public/themes/vstyle/products/B1638.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Dung dịch tẩy trang mắt YVES ROCHER EXPRESS EYE MAKEUP REMOVER 200ML BOTTLE, loại bỏ nhẹ nhàng lớp trang điểm cho vùng mắt, thậm chí lớp trang điểm không thấm nước, mang đến cảm giác tươi mát khi sử dụng, để lại cho làn da vùng mắt sự mềm mại và mịn màng. Không cần thiết rửa lại bằng nước, lắc đều trước khi sử dụng. Công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, không chứa cồn và paraben, an toàn khi sử dụng.","Apparel & Accessories","469000 VND","328300 VND",,,,
22,056-104-DON-LAN2-Y118521,"Kem nền BB Cream YVES ROCHER EXCEPTIONAL BRIGHTENING 7 IN 1 BB CREAM LIGHT- 40 ML TUBE -Y118521",http://vstyle.vn/kem-nen-bb-cream-yves-rocher-exceptional-brightening-7-in-1-bb-cream-light40-ml-tubey118521.html,http://core.vstyle.vn/public/themes/vstyle/products/B1614.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>

Kem nền BB Cream YVES ROCHER EXCEPTIONAL BRIGHTENING 7 IN 1 BB CREAM LIGHT- 40 ML TUBE mang lại 7 tác động chỉ trong một bước duy nhất: tạo sắc da đồng nhất và tươi sáng, rạng rỡ, làm sáng vùng da tối màu, che phủ ngay những khuyết điểm trên da, cải thiện đốm nâu, dưỡng ẩm cho làn da, lấp đầy và cải thiện nếp nhăn, đồng thời bảo vệ da dưới tác động của UVA & UVB. Không chứa cồn và paraben, với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, an toàn cho làn da của bạn.","Apparel & Accessories","1099000 VND","769300 VND",,,,
23,056-104-DON-LAN2-Y111795,"Chì kẻ mắt YVES ROCHER KHOL EYE PENCIL NOIR 1.3G -Y111795",http://vstyle.vn/chi-ke-mat-yves-rocher-khol-eye-pencil-noir-13gy111795.html,http://core.vstyle.vn/public/themes/vstyle/products/B1635.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Chì kẻ mắt YVES ROCHER KHOL EYE PENCIL NOIR  1.3G, đa tính năng với thành phần giàu Axit béo và dầu Ricin giúp kết cấu sản phẩm mềm mượt, dễ dàng tạo nên nét vẽ sắc sảo và hút hồn. Công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, không chứa cồn và paraben, an toàn khi sử dụng.","Apparel & Accessories","189000 VND","132300 VND",,,,
24,056-104-DON-LAN2-Y102371,"Sữa rửa mặt làm sáng da YVES ROCHER EXCEPTIONAL CLEANSING MOUSSE 125ML TUBE -Y102371",http://vstyle.vn/sua-rua-mat-lam-sang-da-yves-rocher-exceptional-cleansing-mousse-125ml-tubey102371.html,http://core.vstyle.vn/public/themes/vstyle/products/B1612.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>

Sữa rửa mặt làm sáng da YVES ROCHER EXCEPTIONAL CLEANSING MOUSSE 125ML TUBE giúp làm sạch bụi
bẩn, phấn trang điểm... và phục hồi độ sắc tố da, mang lại sự tươi trẻ cho làn da. Không chứa cồn và paraben, với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, an toàn cho làn da của bạn.","Apparel & Accessories","799000 VND","559300 VND",,,,
25,056-104-DON-LAN2-Y102102,"Kem dưỡng vùng mắt YVES ROCHER EXCEPTIONAL YOUTH EYE CONTOUR TUBE 15ML -Y102102",http://vstyle.vn/kem-duong-vung-mat-yves-rocher-exceptional-youth-eye-contour-tube-15mly102102.html,http://core.vstyle.vn/public/themes/vstyle/products/B1613.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Sự kết hợp độc đáo giữa sức mạnh làm trắng da từ bột Cam Thảo Trắng, và sức mạnh ngăn ngừa lão hóa từ đậu Pupin trắng, được tập trung trong sản phẩm với hiệu quả rõ rệt. Với Exceptional Youth Eye Contour, đôi mắt bạn sẽ rạng rỡ và tươi mát ngay tức thì. Mắt được thư giãn và tươi sáng, các quầng thâm, nếp nhăn quanh mắt mờ dần, cho đôi mắt rạng rỡ, tươi trẻ. Với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, sản phẩm an toàn cho làn da của bạn.","Apparel & Accessories","1099000 VND","769300 VND",,,,
26,056-104-DON-LAN2-Y102098,"Nước cân bằng làm sáng da  YVES ROCHER EXCEPTIONAL TONER  200ML BOTTLE -Y102098",http://vstyle.vn/nuoc-can-bang-lam-sang-dayves-rocher-exceptional-toner200ml-bottley102098.html,http://core.vstyle.vn/public/themes/vstyle/products/B1611.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>
Nước cân bằng làm sáng da YVES ROCHER EXCEPTIONAL TONER  200ML BOTTLE đem lại sự tươi sáng, rạng rỡ cho làn da. Với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, sản phẩm an toàn cho làn da của bạn.","Apparel & Accessories","839000 VND","587300 VND",,,,
27,056-104-DON-LAN2-Y102100,"Kem dưỡng da ban ngày chống nắng SPF 30 YVES ROCHER EXCEPTIONAL YOUTH EMULSION SPF30 PA+++ 50ML BOTTLE -Y102100",http://vstyle.vn/kem-duong-da-ban-ngay-chong-nang-spf-30-yves-rocher-exceptional-youth-emulsion-spf30-pa-50ml-bottley102100.html,http://core.vstyle.vn/public/themes/vstyle/products/B1609.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>

Sữa dưỡng da ban ngày chống nắng SPF 30 YVES ROCHER EXCEPTIONAL YOUTH EMULSION SPF30 PA+++ 50ML BOTTLE, cung cấp dưỡng chất, đồng thời tăng cường khả năng bảo vệ da tránh sự tác động của tia UV. Với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, sản phẩm an toàn cho làn da của bạn.","Apparel & Accessories","1949000 VND","1364300 VND",,,,
28,056-104-DON-LAN2-Y102099,"Tinh chất dưỡng da ban đêm YVES ROCHER EXCEPTIONAL YOUTH ESSENCE  30ML BOTTLE -Y102099",http://vstyle.vn/tinh-chat-duong-da-ban-dem-yves-rocher-exceptional-youth-essence30ml-bottley102099.html,http://core.vstyle.vn/public/themes/vstyle/products/B1610.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>

Tinh chất giúp nuôi dưỡng, tái tạo và phục hồi tế bào da, giúp phục hồi nhanh, trả lại sự trắng sáng, tươi trẻ cho làn da. Với công thức được thử nghiệm dưới sự giám sát chuyên gia da liễu, sản phẩm an toàn cho làn da của bạn.","Apparel & Accessories","1949000 VND","1364300 VND",,,,
29,056-104-DON-LAN2-Y102101,"Kem dưỡng ban đêm YVES ROCHER EXCEPTIONAL YOUTH CREAM NIGHT ALL SKIN TYPES JAR 50ML -Y102101",http://vstyle.vn/kem-duong-ban-dem-yves-rocher-exceptional-youth-cream-night-all-skin-types-jar-50mly102101.html,http://core.vstyle.vn/public/themes/vstyle/products/B1608.jpg,,"<p><strong>QUÀ TẶNG GIỚI HẠN TỪ YVESROCHER: </strong></p>
<p>1. ĐƠN HÀNG 600K TẶNG: Nước Rửa Móng Yves Rocher Manucure Nail Polish Remover Gentle & Effective (100ml) TRỊ GIÁ 159K</p>
<p>2. ĐƠN HÀNG 900K TẶNG: Gel rửa mặt Yves Rocher Mini Hydra Cleansing Gel 30ml TRỊ GIÁ 185K</p>
<p>3. ĐƠN HÀNG 1200K TẶNG: Dung dịch tẩy trang mắt EXPRESS EYE MAKEUP REMOVER 100ML BOTTLE TRỊ GIÁ 289K. </p>
<p>&nbsp;</p>

<p><strong>THÔNG TIN CHI TIẾT SẢN PHẨM: </strong></p>

Cảm nhận sự thay đổi của làn da mỗi buổi sớm mai! Với sự kết hợp độc đáo giữa sức mạnh làm trắng da từ bột Cam Thảo Trắng, và sức mạnh ngăn ngừa lão hóa từ đậu Pupin trắng, công thức đặc biệt giúp cung cấp dưỡng chất, tái tạo & phục hồi tế bào da. Exceptional Youth Cream-Night hoạt động trên da bạn suốt đêm mang hiệu quả mềm mượt, các đốm sậm màu và nếp nhăn mờ dần, tái tạo lại vẻ tươi trẻ cho làn da. Công thức thử nghiệm trên làn da phụ nữ Châu Á, dưới sự giám sát của chuyên gia da liễu, không paraben, không chất tạo màu, không dầu k","Apparel & Accessories","2099000 VND","1469300 VND",,,,
